"CON","NAME           ","R.A.   ","DEC.  ","COMP","OTHER NAMES               ","Mag ","Mag2","SEP  ","PA ","NOTES                                                        ","U2K","TIR","BSA","SAO   "
"LIB","STF 3097       ","15 50.9","-09 02","    ","                          ","9.7 ","10  ","4.1  ","188","                                                             ","290","15 ","6  ","      "
"LMI","7 Lmi          ","09 30.7","+33 39","AB  ","h 1166                    ","6.1 ","9.4 ","62.8 ","130","                                                             ","103","6  ","5  ","      "
"LMI","7 Lmi          ","09 30.7","+33 39","AC  ","h 1166                    ","6   ","9.8 ","97.8 ","213","                                                             ","103","6  ","5  ","      "
"LMI","STF 1374       ","09 41.4","+38 57","    ","                          ","7.3 ","8.6 ","3.3  ","301","Y/B                                                          ","104","6  ","5  ","61629 "
"LUP","h 4690         ","14 37.3","-46 08","ABxC","                          ","5   ","9.2 ","19.3 ","25 ","CoCo; Y/B; very beautiful                                    ","404","21 ","6  ","225062"
"LUP","Dunlop 171     ","14 53.4","-45 51","    ","                          ","7.1 ","9.6 ","17.7 ","227","                                                             ","405","21 ","6  ","225272"
"LUP","Pi Lup         ","15 01.7","-46 51","    ","h 4728                    ","4.7 ","4.8 ","1.5  ","78 ","                                                             ","405","21 ","6  ","225426"
"LUP","B 1267         ","15 11.6","-45 17","    ","Dunlop 178                ","6.6 ","9.6 ","1.2  ","314","                                                             ","405","21 ","6  ","225516"
"LUP","I 238          ","15 12.1","-45 01","    ","                          ","7.9 ","11.1","3.1  ","137","                                                             ","405","21 ","6  ","      "
"LUP","Zeta Lup       ","15 12.3","-52 05","    ","Dunlop 176                ","3.5 ","7.1 ","71.9 ","249","                                                             ","431","25 ","10 ","242304"
"LUP","COO 179        ","15 13.0","-37 15","    ","                          ","7.3 ","7.3 ","6.4  ","227","                                                             ","373","21 ","6  ","      "
"LUP","I 228          ","15 14.0","-43 48","    ","                          ","8   ","8.2 ","1.3  ","50 ","                                                             ","405","21 ","6  ","225554"
"LUP","Dunlop 179     ","15 14.5","-43 23","    ","                          ","7.3 ","8.5 ","10.4 ","45 ","                                                             ","405","21 ","6  ","225567"
"LUP","Mu Lup         ","15 15.0","-47 42","    ","                          ","4.8 ","5.2 ","1.6  ","150","P.A. decreasing. 7.2 mag star 24'' south following           ","405","21 ","6  ","225426"
"LUP","HDO 244        ","15 15.3","-44 09","    ","                          ","6.7 ","9.7 ","13.9 ","40 ","                                                             ","405","21 ","6  ","225582"
"LUP","COO 271        ","15 15.8","-37 09","    ","                          ","7.8 ","8.8 ","21.2 ","196","                                                             ","373","21 ","6  ","      "
"LUP","SEE 221        ","15 15.9","-37 00","    ","                          ","7.9 ","11  ","5.5  ","46 ","                                                             ","373","21 ","6  ","      "
"LUP","Howe 76        ","15 21.5","-38 13","    ","                          ","6.6 ","9.3 ","5.7  ","121","                                                             ","373","21 ","6  ","206543"
"LUP","Howe 77        ","15 22.5","-34 10","    ","                          ","7.7 ","9.4 ","8.9  ","251","                                                             ","373","21 ","6  ","      "
"LUP","Epsilon Lup    ","15 22.7","-44 41","AC  ","                          ","3.4 ","9   ","26.6 ","171","                                                             ","405","21 ","6  ","225712"
"LUP","h 4776         ","15 30.4","-41 55","    ","                          ","6.2 ","8.5 ","5.6  ","229","                                                             ","405","21 ","6  ","      "
"LUP","h 4788         ","15 35.9","-44 58","    ","                          ","4.7 ","6.6 ","2.1  ","9  ","                                                             ","405","21 ","6  ","      "
"LUP","Howe 79        ","15 44.4","-41 49","    ","                          ","5.9 ","8   ","3.7  ","340","                                                             ","406","21 ","6  ","      "
"LUP","Xi Lup         ","15 56.9","-34 58","    ","                          ","5.3 ","5.8 ","10.4 ","49 ","Splendid  A0-A0 spect                                        ","374","21 ","6  ","207144"
"LUP","Eta Lup        ","16 00.1","-38 24","    ","                          ","3.4 ","7.8 ","14.9 ","19 ","                                                             ","374","22 ","7  ","207208"
"LYN","4 Lyn          ","06 22.1","+59 22","AB  ","STF  881                  ","6.2 ","7.7 ","0.8  ","124","A2                                                           ","41 ","1  ","1  ","25678 "
"LYN","5 Lyn          ","06 26.8","+58 25","AB  ","                          ","5.3 ","9.8 ","31.4 ","139","K2                                                           ","41 ","1  ","1  ","25733 "
"LYN","5 Lyn          ","06 26.8","+58 25","AC  ","                          ","    ","7.9 ","96   ","272","                                                             ","41 ","1  ","1  ","      "
"LYN","12 Lyn         ","06 46  ","+59 26","AB  ","STF  948                  ","5.5 ","6   ","1.8  ","73 ","                                                             ","42 ","1  ","1  ","25939 "
"LYN","12 Lyn         ","06 46  ","+59 26","AC  ","STF  948                  ","5.5 ","7.3 ","8.7  ","310","                                                             ","42 ","1  ","1  ","25939 "
"LYN","12 Lyn         ","06 46  ","+59 26","AD  ","STF  948                  ","5.5 ","10.5","193  ","257","Bino pair                                                    ","42 ","1  ","1  ","25939 "
"LYN","STF  958       ","06 48.2","+55 42","    ","                          ","6.3 ","6.3 ","4.8  ","257","Well Matched Pair                                            ","42 ","1  ","1  ","25963 "
"LYN","15 Lyn         ","06 57.3","+58 25","AB  ","                          ","4.8 ","5.9 ","0.9  ","33 ","G0                                                           ","42 ","1  ","1  ","26051 "
"LYN","STF 1001       ","07 03.1","+54 10","AB  ","                          ","7.7 ","9.3 ","9.1  ","65 ","G0; Y/O                                                      ","42 ","1  ","1  ","      "
"LYN","STF 1009       ","07 05.7","+52 45","AB  ","                          ","6.9 ","7   ","4.1  ","150","A2                                                           ","42 ","1  ","1  ","      "
"LYN","STF 1025       ","07 12.9","+55 49","AB  ","                          ","8.3 ","8.6 ","25.6 ","133","K0                                                           ","42 ","1  ","1  ","      "
"LYN","20 Lyn         ","07 22.3","+50 09","    ","STF 1065                  ","7.3 ","7.4 ","15   ","254","Well Matched Pair                                            ","42 ","1  ","1  ","26306 "
"LYN","19 Lyn         ","07 22.9","+55 17","    ","                          ","5.6 ","6.5 ","14.8 ","315","                                                             ","42 ","1  ","1  ","26311 "
"LYN","Burnham  758   ","07 28.8","+48 12","    ","                          ","6   ","10  ","17   ","94 ","                                                             ","68 ","5  ","4  ","      "
"LYN","STF 1093       ","07 30.3","+49 59","    ","                          ","8.8 ","8.8 ","1    ","   ","Matched Pair                                                 ","68 ","5  ","4  ","26377 "
"LYN","STT 174        ","07 35.9","+43 02","    ","                          ","6.5 ","8.1 ","2    ","85 ","F0                                                           ","68 ","5  ","4  ","41877 "
"LYN","STT 189        ","08 14.8","+43 02","    ","                          ","6.8 ","9.9 ","4.2  ","293","A0                                                           ","69 ","6  ","5  ","      "
"LYN","STT  91        ","08 19.5","+35 03","AB  ","                          ","7.1 ","8.8 ","92.6 ","220","G0                                                           ","101","6  ","5  ","      "
"LYN","South  565     ","08 24.7","+42 00","    ","                          ","6.1 ","8.6 ","79.2 ","171","                                                             ","70 ","6  ","5  ","      "
"LYN","STF 1274       ","08 49.0","+38 21","    ","                          ","7.4 ","9.1 ","8.9  ","41 ","A2                                                           ","102","6  ","5  ","61060 "
"LYN","STF 1282       ","08 50.7","+35 04","    ","                          ","7.5 ","7.5 ","3.6  ","279","F8                                                           ","102","6  ","5  ","61077 "
"LYN","STF 1333       ","09 18.4","+35 22","    ","                          ","6.4 ","6.7 ","1.6  ","49 ","A5                                                           ","103","6  ","5  ","61387 "
"LYN","38 Lyn         ","09 18.8","+36 48","    ","STF 1334                  ","3.9 ","6.6 ","2.7  ","229","CoCo; Gn/B                                                   ","103","6  ","5  ","61391 "
"LYN","STF 1369       ","09 35.4","+39 57","AB  ","                          ","7   ","8   ","24.7 ","148","F2                                                           ","71 ","6  ","5  ","42931 "
"LYN","STF 1369       ","09 35.4","+39 57","AC  ","                          ","    ","8.7 ","117.8","325","G0                                                           ","71 ","6  ","5  ","      "
"LYR","STF 2328       ","18 29.5","+29 56","    ","                          ","9.2 ","9.5 ","3.6  ","72 ","                                                             ","117","8  ","7  ","86117 "
"LYR","STF 2333       ","18 31.2","+32 15","    ","                          ","7.8 ","8.4 ","6.3  ","334","                                                             ","117","8  ","7  ","      "
"LYR","STF 2349       ","18 36.6","+33 28","    ","                          ","5.4 ","10.6","7.3  ","205","                                                             ","117","8  ","7  ","      "
"LYR","Alpha Lyr      ","18 36.9","+38 47","AB  ","Vega                      ","0.6 ","9.5 ","62.8 ","173","A0                                                           ","117","8  ","7  ","67174 "
"LYR","Alpha Lyr      ","18 36.9","+38 47","AC  ","Vega                      ","    ","11  ","54.4 ","285","                                                             ","117","8  ","7  ","67174 "
"LYR","Alpha Lyr      ","18 36.9","+38 47","AE  ","Vega                      ","    ","9.5 ","118.5","39 ","                                                             ","117","8  ","7  ","67174 "
"LYR","STF 2362       ","18 38.5","+36 03","    ","                          ","7.5 ","8.8 ","4.1  ","180","                                                             ","117","8  ","7  ","67198 "
"LYR","STF 2372       ","18 42.2","+34 45","    ","                          ","6.5 ","8.1 ","25   ","83 ","                                                             ","117","8  ","7  ","67266 "
"LYR","STF 2371       ","18 42.3","+27 39","    ","                          ","9.6 ","9.6 ","9.7  ","55 ","                                                             ","160","8  ","7  ","86337 "
"LYR","STF 2380       ","18 43.0","+44 56","    ","                          ","7.2 ","8.9 ","25.8 ","9  ","                                                             ","82 ","8  ","7  ","47728 "
"LYR","STF 2376       ","18 43.8","+30 24","    ","                          ","8.5 ","9.2 ","22.4 ","63 ","                                                             ","117","8  ","7  ","      "
"LYR","Epsilon Lyr    ","18 44.3","+39 40","ABCD","Double Double             ","    ","    ","207.7","173","Bino pair                                                    ","82 ","8  ","7  ","      "
"LYR","Epsilon1 Lyr   ","18 44.3","+39 40","AB  ","                          ","5   ","6.1 ","2.6  ","357","A4; very slowly closing; 2020 2.3 sec PA 344 deg             ","82 ","8  ","7  ","67310 "
"LYR","Epsilon2 Lyr   ","18 44.3","+39 40","CD  ","                          ","5.2 ","5.5 ","2.3  ","94 ","Slowly opening; 2020 2.4s PA 74 deg                          ","82 ","8  ","7  ","67315 "
"LYR","Zeta2 Lyr      ","18 44.8","+37 36","    ","                          ","4.3 ","5.9 ","43.7 ","150","CoCo; T/Gn: Bino pair                                        ","117","8  ","7  ","67321 "
"LYR","STF 2393       ","18 45.2","+38 19","    ","                          ","7.7 ","10.4","15.9 ","23 ","                                                             ","117","8  ","7  ","      "
"LYR","STF 2390       ","18 45.9","+34 31","    ","                          ","7.2 ","8.6 ","4.2  ","156","                                                             ","117","8  ","7  ","      "
"LYR","STF 2397       ","18 47.3","+31 24","    ","                          ","7.4 ","9.6 ","3.8  ","267","                                                             ","117","8  ","7  ","67378 "
"LYR","HU 936         ","18 48.8","+34 01","    ","                          ","9.4 ","9.7 ","1.9  ","101","                                                             ","117","8  ","7  ","67413 "
"LYR","Nu1 Lyr        ","18 49.7","+32 48","AB  ","H  40                     ","5.8 ","11.3","34.8 ","73 ","                                                             ","117","8  ","7  ","67441 "
"LYR","Nu1 Lyr        ","18 49.7","+32 48","AC  ","H  40                     ","5.8 ","10.3","58.7 ","122","                                                             ","117","8  ","7  ","67441 "
"LYR","Beta Lyr       ","18 50.1","+33 22","    ","Sheliak                   ","3.4 ","8.6 ","45.7 ","149","CoCo; Y/B                                                    ","117","8  ","7  ","67451 "
"LYR","Delta1/2 Lyr   ","18 54.5","+36 54","    ","                          ","5.6 ","4.5 ","630  ","115","CoCo; Bino pair                                              ","117","8  ","7  ","67537 "
"LYR","STT 525        ","18 54.9","+33 58","AB  ","                          ","6   ","10.2","1.7  ","128","CoCo; Y/B; near Ring Nebula                                  ","117","8  ","7  ","67566 "
"LYR","STT 525        ","18 54.9","+33 58","AC  ","                          ","    ","7.7 ","45.4 ","35 ","                                                             ","117","8  ","7  ","      "
"LYR","STF 2419       ","18 55.5","+29 14","    ","                          ","9.3 ","9.4 ","3.4  ","178","                                                             ","117","8  ","7  ","86588 "
"LYR","Burnham  648   ","18 57.0","+32 54","    ","                          ","5.4 ","7.9 ","1    ","265","G6; Opening until 2018; 2010 1.1s PA 255 deg                 ","117","8  ","7  ","67612 "
"LYR","STF 2431       ","18 58.8","+40 41","    ","                          ","6.2 ","9.8 ","18.9 ","236","                                                             ","83 ","8  ","7  ","      "
"LYR","Gamma Lyr      ","18 58.9","+32 41","AB  ","Sulafat; AGC 9            ","3.3 ","12.1","13.4 ","304","                                                             ","117","8  ","7  ","67451 "
"LYR","Gamma Lyr      ","18 58.9","+32 41","AC  ","Sulafat; AGC 9            ","3.3 ","10.6","176.9","21 ","                                                             ","117","8  ","7  ","      "
"LYR","STF 2430       ","18 59.4","+29 36","    ","                          ","9.4 ","9.4 ","1.6  ","6  ","                                                             ","117","8  ","7  ","86669 "
"LYR","STF 2441       ","19 02.7","+31 24","    ","                          ","8.4 ","10  ","5.8  ","271","                                                             ","118","8  ","7  ","      "
"LYR","STF 2448       ","19 03.7","+35 45","    ","                          ","8.5 ","8.5 ","2.4  ","190","                                                             ","118","8  ","7  ","67752 "
"LYR","STF 2458       ","19 06.9","+27 45","    ","                          ","9.7 ","10.2","11.7 ","227","                                                             ","161","8  ","7  ","86825 "
"LYR","STF 2459       ","19 07.4","+25 59","    ","                          ","9.1 ","9.8 ","13.7 ","232","                                                             ","161","8  ","7  ","      "
"LYR","17 Lyr         ","19 07.4","+32 30","AB  ","STF 2461                  ","5.2 ","9.3 ","3.4  ","300","                                                             ","118","8  ","7  ","67835 "
"LYR","17 Lyr         ","19 07.4","+32 30","AC  ","STF 2461                  ","5   ","10.6","171.7","61 ","                                                             ","118","8  ","7  ","      "
"LYR","17 Lyr         ","19 07.4","+32 30","AD  ","STF 2461                  ","5   ","9.2 ","131.8","293","                                                             ","118","8  ","7  ","      "
"LYR","17 Lyr         ","19 07.4","+32 30","AE  ","STF 2461                  ","5   ","9.3 ","140.9","118","                                                             ","118","8  ","7  ","      "
"LYR","17 Lyr         ","19 07.4","+32 30","AF  ","STF 2461                  ","5   ","8.9 ","159.7","354","                                                             ","118","8  ","7  ","      "
"LYR","17 Lyr         ","19 07.4","+32 30","AP  ","STF 2461                  ","5   ","11.4","48   ","50 ","                                                             ","118","8  ","7  ","      "
"LYR","STF 2469       ","19 07.9","+38 56","    ","                          ","7.9 ","9   ","1.3  ","121","                                                             ","118","8  ","7  ","67846 "
"LYR","STF 2466       ","19 08.0","+29 48","AB  ","                          ","8.5 ","9   ","2.4  ","103","                                                             ","118","8  ","7  ","86844 "
"LYR","STF 2466       ","19 08.0","+29 48","AC  ","                          ","8.5 ","9.6 ","99   ","141","                                                             ","118","8  ","7  ","      "
"LYR","STF 2472       ","19 08.6","+37 55","AB  ","                          ","8.6 ","10.5","21.8 ","338","                                                             ","118","8  ","7  ","67864 "
"LYR","STF 2472       ","19 08.6","+37 55","AC  ","                          ","8.6 ","9.2 ","75.2 ","348","                                                             ","118","8  ","7  ","      "
"LYR","STF 2470       ","19 08.8","+34 46","    ","                          ","6.6 ","8.6 ","13.4 ","271","                                                             ","118","8  ","7  ","67870 "
"LYR","STF 2474       ","19 09.1","+34 36","    ","                          ","6.7 ","8.8 ","16.2 ","262","                                                             ","118","8  ","7  ","67879 "
"LYR","STF 2481       ","19 11.1","+38 47","AB  ","                          ","8.5 ","8.5 ","4.6  ","206","G5                                                           ","118","8  ","7  ","67936 "
"LYR","STF 2483       ","19 12.5","+30 21","    ","                          ","8   ","9.1 ","9.9  ","318","                                                             ","118","8  ","7  ","      "
"LYR","Eta Lyr        ","19 13.8","+39 09","    ","                          ","4.4 ","9.1 ","28.1 ","82 ","                                                             ","83 ","8  ","7  ","68010 "
"LYR","Burnham  975   ","19 14.6","+34 34","    ","                          ","9.7 ","9.8 ","1.3  ","260","                                                             ","118","8  ","7  ","      "
"LYR","STT 371        ","19 16.0","+27 27","AB  ","                          ","7   ","7.3 ","0.9  ","161","                                                             ","161","8  ","7  ","87005 "
"LYR","STT 371        ","19 16.0","+27 27","AC  ","                          ","7   ","8.6 ","47.5 ","268","                                                             ","161","8  ","7  ","      "
"LYR","STF 2491       ","19 16.3","+28 17","    ","                          ","8.6 ","9.7 ","1.3  ","231","                                                             ","118","8  ","7  ","87013 "
"LYR","Theta Lyr      ","19 16.4","+38 08","AB  ","                          ","4.4 ","9.1 ","99.8 ","71 ","K0                                                           ","118","8  ","7  ","68065 "
"LYR","Theta Lyr      ","19 16.4","+38 08","AC  ","                          ","    ","10.9","99.9 ","127","                                                             ","118","8  ","7  ","      "
"LYR","STT 181        ","19 20.1","+26 39","AB  ","                          ","7.4 ","7.6 ","60.1 ","2  ","Bino pair; R/B                                               ","161","8  ","7  ","      "
"MIC","h 5218         ","20 45.4","-30 29","    ","                          ","6.6 ","11  ","9.8  ","192","Very beautiful object                                        ","381","23 ","8  ","212410"
"MIC","Alpha Mic      ","20 50.0","-30 47","    ","                          ","5   ","9.5 ","21   ","166","                                                             ","381","23 ","8  ","212472"
"MON","3 Mon          ","06 01.8","-10 36","    ","                          ","5   ","8.5 ","1.8  ","354","B8                                                           ","271","11 ","4  ","151037"
"MON","Epsilon Mon    ","06 23.8","+04 36","    ","8 MON                     ","4.5 ","6.5 ","13.4 ","27 ","CoCo; Y/B; Grand field; distant companion                    ","227","11 ","4  ","113810"
"MON","STF  910       ","06 26.7","+00 27","AxBC","                          ","7.7 ","8.9 ","66.6 ","151","Bino pair                                                    ","227","11 ","4  ","90526 "
"MON","STF  914       ","06 26.8","-07 31","    ","                          ","6.3 ","8.7 ","21.1 ","298","                                                             ","272","11 ","4  ","      "
"MON","STF  911       ","06 26.9","+04 04","    ","                          ","9.1 ","9.1 ","12.3 ","156","                                                             ","227","11 ","4  ","      "
"MON","10 Mon         ","06 27.9","-04 45","AB  ","                          ","5   ","9.2 ","77.2 ","256","                                                             ","227","11 ","4  ","133290"
"MON","10 Mon         ","06 27.9","-04 45","AC  ","                          ","5   ","9.2 ","80.7 ","231","                                                             ","227","11 ","4  ","133290"
"MON","STF  915       ","06 28.2","+05 16","AB  ","                          ","7.2 ","8.6 ","6    ","41 ","                                                             ","227","11 ","4  ","      "
"MON","STF  915       ","06 28.2","+05 16","AC  ","                          ","7.2 ","11.2","39.2 ","127","                                                             ","227","11 ","4  ","      "
"MON","Beta Mon       ","06 28.8","-07 02","AB  ","11 Mon                    ","4.7 ","5.2 ","7.3  ","132","Famous Triple; all YW                                        ","272","11 ","4  ","133316"
"MON","Beta Mon       ","06 28.8","-07 02","AC  ","                          ","    ","6.1 ","10   ","125","                                                             ","272","11 ","4  ","133316"
"MON","Beta Mon       ","06 28.8","-07 02","BC  ","                          ","    ","5.6 ","2.8  ","106","                                                             ","272","11 ","4  ","133316"
"MON","STF  921       ","06 31.2","+11 15","    ","                          ","6.1 ","9.2 ","16.2 ","4  ","                                                             ","182","12 ","4  ","95767 "
"MON","STF  926       ","06 31.7","+05 46","    ","                          ","7.2 ","9   ","10.9 ","288","                                                             ","182","12 ","4  ","114002"
"MON","14 Mon         ","06 34.8","+07 34","    ","                          ","6.5 ","10.7","10.5 ","209","A0                                                           ","182","12 ","4  ","114085"
"MON","STF  939       ","06 35.9","+05 18","AB  ","                          ","8.3 ","9.6 ","30.1 ","106","                                                             ","227","12 ","4  ","114112"
"MON","STF  939       ","06 35.9","+05 18","AC  ","                          ","    ","9.7 ","39.7 ","50 ","                                                             ","227","12 ","4  ","      "
"MON","STF  939       ","06 35.9","+05 18","BC  ","                          ","    ","    ","33.7 ","   ","                                                             ","227","12 ","4  ","      "
"MON","15 Mon         ","06 41.0","+09 54","AB  ","S Mon                     ","4.7 ","7.5 ","2.8  ","213","In cluster NGC 2264                                          ","183","12 ","4  ","114258"
"MON","S Mon          ","06 41.0","+09 54","AC  ","                          ","    ","9.8 ","16.6 ","13 ","                                                             ","183","12 ","4  ","114258"
"MON","STF  953       ","06 41.2","+08 59","    ","                          ","7.1 ","7.6 ","7.3  ","330","                                                             ","183","12 ","4  ","114266"
"MON","STF  954       ","06 41.2","+09 28","    ","                          ","7.1 ","9.6 ","12.8 ","153","B3                                                           ","183","12 ","4  ","      "
"MON","A   58         ","06 48.6","-04 05","    ","                          ","8.2 ","8.9 ","4.8  ","159","                                                             ","228","12 ","4  ","      "
"MON","STF  987       ","06 54.1","-05 51","    ","                          ","7.1 ","7.3 ","1.4  ","175","                                                             ","273","12 ","4  ","133855"
"MON","STF  992       ","06 55.6","-09 29","    ","                          ","8.7 ","9.8 ","13.8 ","298","                                                             ","273","12 ","4  ","      "
"MON","STF 1010       ","07 01.5","-03 07","AC  ","                          ","8.3 ","9.2 ","22.6 ","5  ","                                                             ","228","12 ","4  ","134062"
"MON","RY Mon         ","07 06.9","-07 33","    ","                          ","var.","10.4","20   ","100","Primary is carbon star; mag var 7.5-9.2                      ","273","12 ","4  ","      "
"MON","STF 1029       ","07 07.9","-04 41","    ","                          ","8.2 ","8.9 ","1.8  ","25 ","                                                             ","228","12 ","4  ","134234"
"MON","STF 1045       ","07 13  ","-03 10","    ","                          ","7.7 ","9.1 ","5.6  ","235","                                                             ","229","12 ","4  ","134359"
"MON","STF 1056       ","07 15.6","-01 52","    ","                          ","8.1 ","9.1 ","3.8  ","299","                                                             ","229","12 ","4  ","134420"
"MON","STF 1084       ","07 24  ","-03 58","    ","                          ","7   ","9.5 ","13.3 ","286","                                                             ","229","12 ","4  ","134618"
"MON","A 1967         ","07 31.0","-02 10","    ","                          ","7.3 ","9.4 ","1.3  ","356","                                                             ","229","12 ","4  ","134776"
"MON","STF 1111       ","07 32.0","-08 41","    ","                          ","8.7 ","9   ","19.9 ","220","                                                             ","274","12 ","4  ","      "
"MON","STF 1112       ","07 32.1","-08 53","    ","                          ","6.1 ","8.8 ","23.4 ","112","F5 spect                                                     ","274","12 ","4  ","      "
"MON","STF 1132       ","07 42.2","-03 31","    ","                          ","8.5 ","9.1 ","19.9 ","238","                                                             ","229","12 ","4  ","134999"
"MON","STF 1183       ","08 06.5","-09 15","    ","                          ","6.2 ","7.9 ","30.8 ","327","                                                             ","275","12 ","5  ","      "
"MON","Zeta Mon       ","08 08.6","-02 59","AC  ","                          ","4.3 ","7.8 ","67   ","245","Bino pair; Triple in scope; CoCo; Y/W/Or                     ","230","12 ","5  ","135551"
"MUS","h 4432         ","11 23.4","-64 57","    ","                          ","5.4 ","6.6 ","2.3  ","303","                                                             ","449","25 ","9  ","251382"
"MUS","Lambda Mus     ","11 45.6","-66 43","    ","h 4471                    ","3.8 ","12.8","40.6 ","275","Bino pair                                                    ","450","25 ","9  ","251575"
"MUS","L 4920         ","11 51.9","-65 12","    ","Cordoba 130               ","5.2 ","7.4 ","1.8  ","159","                                                             ","450","25 ","9  ","251617"
"MUS","h 4498         ","12 06.4","-65 43","ABxC","                          ","7   ","7.9 ","8.7  ","61 ","Little change- if any                                        ","450","25 ","10 ","251738"
"MUS","Alpha Mus      ","12 37.2","-69 08","    ","DON 541                   ","2.9 ","13  ","29.6 ","316","                                                             ","451","25 ","10 ","251974"
"MUS","Beta Mus       ","12 46.3","-68 06","    ","                          ","3.9 ","4.2 ","1.3  ","4  ","P.A. increasing.                                             ","451","25 ","10 ","252019"
"MUS","Theta Mus      ","13 08.1","-65 18","    ","                          ","5.8 ","8   ","5.7  ","186","Relatively fixed.                                            ","451","25 ","10 ","252162"
"MUS","Eta Mus        ","13 15.3","-67 53","    ","Dunlop 131                ","5   ","8.2 ","60   ","332","                                                             ","451","25 ","10 ","252224"
"NOR","h 4813         ","15 55.5","-60 11","    ","                          ","5.9 ","8.9 ","3.8  ","99 ","Relatively fixed.                                            ","432","25 ","10 ","253349"
"OCT","R  38          ","03 42.5","-85 16","    ","                          ","6.7 ","8.2 ","2.1  ","246","No change since 1877.                                        ","473","24 ","9  ","      "
"OCT","Mu2 Oct        ","20 41.6","-75 21","    ","Dunlop 232                ","7.1 ","7.6 ","17   ","18 ","Almost Matched Pair                                          ","470","26 ","10 ","257838"
"OCT","Lambda Oct     ","21 50.9","-82 43","    ","                          ","5.5 ","7.7 ","3.1  ","69 ","P.A. decreasing.                                             ","471","26 ","10 ","258914"
"OPH","Rho Oph        ","16 25.6","-23 27","    ","5 Oph                     ","5.3 ","6   ","3.1  ","344","CoCo; Y/B                                                    ","336","22 ","7  ","184382"
"OPH","Nu Oph         ","16 27.8","-08 22","    ","                          ","4.6 ","7.8 ","1    ","95 ","A2                                                           ","291","15 ","7  ","142004"
"OPH","STF 2048       ","16 28.8","-08 08","    ","                          ","6.6 ","9.4 ","5.5  ","298","                                                             ","291","15 ","7  ","      "
"OPH","Lambda Oph     ","16 30.9","+01 59","    ","Marfik                    ","4.2 ","5.2 ","1.6  ","35 ","Opens until 2008; little change in sep; PA 36 deg            ","246","15 ","7  ","121658"
"OPH","19 Oph         ","16 47.2","+02 04","AB  ","                          ","6.1 ","9.4 ","23.4 ","89 ","A2                                                           ","246","15 ","7  ","121859"
"OPH","STF 3106       ","16 55.6","-05 10","    ","                          ","9.6 ","9.6 ","2    ","256","                                                             ","247","15 ","7  ","      "
"OPH","24 Oph         ","16 56.8","-23 09","    ","                          ","6.2 ","6.5 ","0.8  ","294","A0                                                           ","337","22 ","7  ","184822"
"OPH","h 4902         ","16 57.9","-27 37","    ","                          ","7.6 ","10.3","11.2 ","30 ","                                                             ","337","22 ","7  ","      "
"OPH","STF 3107       ","16 58.8","+03 58","    ","                          ","9.3 ","9.3 ","1.4  ","75 ","                                                             ","247","15 ","7  ","121974"
"OPH","STF 2114       ","17 02.0","+08 27","    ","                          ","6.5 ","7.7 ","1.3  ","189","                                                             ","202","15 ","7  ","122023"
"OPH","STF 2119       ","17 06.5","-13 56","    ","                          ","8.2 ","8.2 ","2.3  ","6  ","                                                             ","292","15 ","7  ","      "
"OPH","STF 2122       ","17 06.9","-01 39","    ","                          ","6.4 ","9.7 ","20.3 ","279","                                                             ","247","15 ","7  ","      "
"OPH","Eta Oph        ","17 10.4","-15 43","    ","Sabik                     ","3   ","3.5 ","1    ","325","A2                                                           ","292","15 ","7  ","160332"
"OPH","h  589         ","17 10.8","-24 57","    ","                          ","8.4 ","8.7 ","10   ","301","                                                             ","337","22 ","7  ","185112"
"OPH","STF 2132       ","17 12.8","-04 03","    ","                          ","8.9 ","9.6 ","2.1  ","113","                                                             ","247","15 ","7  ","141557"
"OPH","36 Oph         ","17 15.3","-26 36","    ","                          ","5.1 ","5.1 ","4.8  ","   ","Well Matched Pair                                            ","337","22 ","7  ","185199"
"OPH","41 Oph         ","17 16.6","-00 27","    ","                          ","4.9 ","7.5 ","1    ","13 ","Slowly closing; 2020 0.9s PA 20 deg                          ","   ","   ","   ","      "
"OPH","Omicron Oph    ","17 18.0","-24 17","    ","39 Oph                    ","5.4 ","6.9 ","10.3 ","355","CoCo; O/B                                                    ","337","22 ","7  ","185238"
"OPH","Burnham  126   ","17 19.9","-17 45","AB  ","                          ","6.3 ","7.4 ","1.9  ","262","A0                                                           ","337","15 ","7  ","      "
"OPH","Burnham  126   ","17 19.9","-17 45","AC  ","                          ","    ","11.3","11.4 ","140","                                                             ","337","15 ","7  ","      "
"OPH","A   28         ","17 20.8","-09 02","    ","                          ","9.6 ","9.6 ","1.7  ","39 ","                                                             ","293","15 ","7  ","141621"
"OPH","Burnham  127   ","17 20.9","-27 21","    ","                          ","8.4 ","9.2 ","5.2  ","92 ","                                                             ","338","22 ","7  ","      "
"OPH","DON 832        ","17 21.0","-21 07","    ","                          ","4.4 ","8.9 ","3.9  ","44 ","                                                             ","338","22 ","7  ","      "
"OPH","STF 2156       ","17 24.0","-00 50","    ","                          ","9   ","9.7 ","3.7  ","35 ","                                                             ","248","15 ","7  ","      "
"OPH","STF 2166       ","17 27.9","+11 23","    ","                          ","7.1 ","8.6 ","27.3 ","283","                                                             ","203","15 ","7  ","102835"
"OPH","STF 2170       ","17 28.7","+10 29","    ","                          ","9.6 ","10.1","3.5  ","62 ","                                                             ","203","15 ","7  ","102845"
