261.6+03.0 |08 51 37.7 -39 52 09.   76..9055|He 2- 15     |261+02 1 |08516-3952 |HENIZE 1964                     |AS 204,ESO 313-17,MHa 392- 12,Sa 2- 32  ,Wray 16- 32
261.9+08.5 |09 13 59.4 -36 24 58.   73..9034|NGC 2818     |261+08 1 |09140-3625 |HERSCHEL 1838                   |ARO 508,ESO 372-13,Hb 2,He 2- 23,My 45,Sa 2- 39,StWr 4-6,VV 51,VV' 88,Wray 16- 38
262.6-04.6 |08 22 15.  -45 21 24. d 84..1537|Wray 17- 18  |         |           |WRAY 1966                       |ESO 259-06,LoTr 2
263.0-05.5 |08 19 03.3 -46 10 39.   76..9055|PB  2        |263-05 1 |08190-4613 |PEIMBERT et al 1960             |ESO 259-04,He 2- 8,Sa 2- 24,Wray 16- 18
263.2+00.4 |08 46 51.  -42 42 36. * 71..9006|K 2-15       |         |08470-4243 |KOHOUTEK 1971                   |ESO 260-08
263.3-08.8 |08 03 41.5 -48 14 52.2  84..1537|ESO 209-15   |         |           |HOLMBERG et al 1978             |
264.1-08.1 |08 10 02.1 -48 34 13.   76..9055|He 2-  7     |264-08 1 |08100-4834 |HENIZE 1964                     |ESO 209-19,StWr 3- 3,Wray 16- 16
264.4-03.6 |08 32 50.0 -46 15 16.   66.30012|Wray 17- 20  |         |           |WRAY 1966                       |
264.4-12.7 |07 46 01.1 -51 07 41.   76..9055|He 2-  5     |264-12 1 |07460-5107 |HENIZE 1964                     |ESO 209-01,Sa 2- 17,StWr 3- 4,Wray 16- 8
265.1-02.2 |08 41 43.  -45 57 36. d 75..9016|Ve 26        |265-02 1 |08417-4555 |VELGHE 1957                     |ESO 260-05,He 2- 13,Sa 2- 31,Wray 16- 27
265.1-04.2 |08 32 29.9 -47 06 16.5  84..1537|ESO 259-10   |         |           |HOLMBERG et al 1978             |LoTr  3
265.7+04.1 |09 10 33.7 -42 13 08.   73..9034|NGC 2792     |265+04 1 |09105-4213 |HERSCHEL 1835                   |ARO 507,ESO 314-06,He 2- 20,Sa 2- 36,VV  50,VV' 86,Wray 16- 36
268.4+02.4 |09 14 21.0 -45 16 12.   73..9034|PB  5        |268+02 1 |09143-4516 |PEIMBERT et al 1960             |ESO 261-04,He 2- 24,Sa 2- 40,Wray 16- 39
269.7-03.6 |08 52 43.0 -50 20 51.   76..9055|PB  3        |269-03 1 |08527-5020 |PEIMBERT et al 1960             |ESO 211-04,He 2- 16,Sa 2- 33,Wray 16- 33
270.1+24.8 |10 32 10.6 -28 55 44.   77..1134|K 1-28       |         |           |KOHOUTEK 1977                   |ESO 436-41
272.1+12.3 |10 04 55.1 -40 11 29.   73..9034|NGC 3132     |272+12 1 |           |HERSCHEL 1835                   |ARO 504,ESO 316-27,He 2- 40,Sa 2- 53,StWr 4- 8,VV 54,VV' 94
272.4-05.9 |08 52 10.0 -53 53 42.   90..2581|MeWe 1- 1    |         |           |MELMER et al 1990               |
273.2-03.7 |09 07 08.0 -53 06 55.   76..9055|He 2- 18     |273-03 1 |09071-5307 |HENIZE 1964                     |ESO 166-02,Sa 2- 35,Wray 16- 35
273.6+06.1 |09 50 48.  -46 03     a 84.28020|HBDS 1       |         |           |HEBER et al 1984                |
274.1+02.5 |09 39 21.  -49 09 00. d 77..1550|He 2- 34     |274+02 1 |09394-4909 |HENIZE 1964                     |ESO 212-13,Wray 16- 56
274.3+09.1 |10 03 44.  -44 07 06. d 80..1013|Lo  4        |         |           |LONGMORE 1977                   |ESO 263-02
274.6+02.1 |09 39 47.9 -49 44 02.   73..9034|He 2- 35     |274+02 2 |09398-4944 |HENIZE 1964                     |ESO 212-14,Sa 2- 48,Wray 16- 57
274.6+03.5 |09 45 32.6 -48 44 22.   76..9055|He 2- 37     |274+03 1 |09455-4844 |HENIZE 1964                     |ESO 213-01,Sa 2- 50,Wray 16- 59
275.0-04.1 |09 13 36.5 -54 40 07.   76..9055|PB  4        |275-04 1 |09136-5440 |PEIMBERT et al 1960             |ESO 166-06,He 2- 22,Sa 2- 38,Wray 16- 37
275.2-02.9 |09 20 31.5 -53 56 55.   76..9055|He 2- 28     |275-02 1 |09205-5356 |HENIZE 1964                     |ESO 166-09,Sa 2- 43,Wray 16- 44
275.2-03.7 |09 16 28.8 -54 26 49.   72..9043|He 2- 25     |275-03 1 |09164-5426 |HENIZE 1964                     |ESO 166-07,SaSt 1-2,Wray 16- 40
275.3-04.7 |09 12 22.9 -55 15 53.   76..9055|He 2- 21     |275-04 2 |           |HENIZE 1964                     |ESO 166-05,Sa 2- 37,Wray 15- 344
275.5-01.3 |09 29 09.  -52 56 42. * 75..9016|Pe 2- 4      |275-01 1 |09291-5256 |PEREK 1960                      |ESO 166-18,He 2- 31,Sa 2- 46,VV' 90,Wray 16- 48
275.8-02.9 |09 23 10.0 -54 23 21.   76..9055|He 2- 29     |275-02 2 |09231-5423 |HENIZE 1964                     |ESO 166-10,Sa 2- 44,Wray 16- 46
277.1-03.8 |09 25 31.3 -55 53 13.   76..9055|NGC 2899     |277-03 1 |09255-5553 |HENIZE 1964                     |ESO 166-13,Gum 27,He 2- 30,My 48,RCW 43,Sa 2- 45,Wray 16- 47
277.7-03.5 |09 29 53.9 -56 04 24.   66.30012|Wray 17- 31  |         |           |WRAY 1966                       |ESO 166-21,RCW 44,Sa 3- 10,VBRC 2
278.1-05.9 |09 20 00.9 -58 05 58.   81.27752|NGC 2867     |278-05 1 |09200-5805 |HERSCHEL 1834                   |ARO 509,ESO 126-08,He 2- 27,StWr 3- 6,VV 52,VV' 89,Wray 16- 43
278.5-04.5 |09 29 26.  -57 23 42. d 77..1550|He 2- 32     |278-04 1 |09294-5723 |HENIZE 1964                     |ESO 166-19,Sa 3- 9,Wray 16- 49
278.6-06.7 |09 18 06.4 -58 59 23.   76..9055|He 2- 26     |278-06 1 |09181-5859 |HENIZE 1964                     |ESO 126-06,My 47,Sa 2- 41,StWr 3- 5,Wray 16- 41
278.8+04.9 |10 11 18.8 -50 05 07.   76..9055|PB  6        |278+05 1 |10113-5005 |PEIMBERT et al 1960             |ESO 213-07,He 2- 43,Sa 2- 58,Wray 16- 68
279.6-03.1 |09 41 50.7 -57 03 12.   76..9055|He 2- 36     |279-03 1 |09418-5703 |HENIZE 1964                     |ESO 167-03,Sa 2-49,Wray 15- 428
280.0+02.9 |10 10 04.  -52 23 24. * 77..1548|Ste 2-1      |         |10100-5223 |STENHOLM 1975                   |Sa 2- 56
281.0-05.6 |09 37 20.9 -59 51 52.   76..9055|IC 2501      |281-05 1 |09373-5951 |FLEMING 1904                    |ARO 510,He 2- 33,Sa 2- 47,StWr 3- 7,VV 53,VV'92,Wray 16- 54
282.9+03.8 |10 29 33.  -53 18 00. d 77..1550|He 2- 48     |282+03 1 |           |HENIZE 1964                     |ESO 168-05,Sa 2- 60,Wray 17- 45
283.3+03.9 |10 32 18.0 -53 25 27.   76..9055|He 2- 50     |283+03 1 |10323-5325 |HENIZE 1964                     |ESO 168-08,Sa 2- 62,Wray 16- 72
283.6+25.3 |11 24 17.5 -34 05 44.   83...481|K 1-22       |         |11242-3405 |KOHOUTEK 1971                   |ESO 378-01,V-V 3-1
283.8+02.2 |10 29 36.0 -55 05 27.   76..9055|My 60        |283+02 1 |10296-5505 |MAYALL 1951                     |ESO 168-06,He 2- 49,PB 7,Sa 2- 61,Wray 16- 71
283.8-04.2 |10 02 14.  -60 29 12. d 75..9026|He 2- 39     |283-04 1 |10022-6029 |HENIZE 1964                     |ESO 127-03,Sa 2- 52,Wray 16- 64
283.9+09.7 |10 52 30.  -48 31       83...423|ESO 215-04   |         |           |HOLMBERG et al 1978             |DS 1
283.9-01.8 |10 13 49.  -58 36 12. * 76.26001|Hf  4        |283-01 1 |10138-5836 |HOFFLEIT 1953                   |ESO 127-12,He 2- 45,Sa 3- 12,Wray 16- 69
285.4+01.5 |10 36 34.5 -56 30 55.   67.30013|Pe 1- 1      |285+01 1 |10364-5631 |PEREK 1960                      |ESO 168-10,He 2- 52,Sa 2- 64,VV'101,Wray 16- 75
285.4+02.2 |10 39 20.  -55 53 36. d 77..1550|Pe 2- 7      |285+02 1 |10393-5553 |PEREK 1960                      |ESO 168-13,Sa 2- 66,VV' 103,Wray 16- 77
285.4-01.1 |10 26 53.  -58 48 48. d 75..9026|Pe 2- 5      |285-01 1 |           |PEREK 1960                      |ESO 127-22,VV' 99
285.4-05.3 |10 07 47.9 -62 21 55.   76..9055|IC 2553      |285-05 1 |10077-6222 |FLEMING 1893                    |ESO 127-10,He 2- 42,Sa 2- 55,VV 55,VV' 95,Wray 16- 67
285.6-02.7 |10 21 24.0 -60 17 22.   76..9055|He 2- 47     |285-02 1 |10214-6017 |HENIZE 1964                     |ESO 127-16,My  59,SaSt 2- 5,Wray 15- 558
285.7+01.2 |10 37 34.  -56 50 30. d 77..1550|Pe 1- 2      |285+01 2 |10375-5650 |HENIZE 1964                     |ESO 168-12,HFE 15,(He 2- 53),Sa 2- 65,VV' 102,,Wray 16- 76
285.7-14.9 |09 06 37.3 -69 44 07.   76..9055|IC 2448      |285-14 1 |09066-6944 |FLEMING 1898                    |ARO 506,ESO 061-01,He 2- 19,Sa 2- 34,StWr 3- 8,VV 49,VV'84,Wray 16- 34
286.0-06.5 |10 05 54.0 -63 39 50.   76..9055|He 2- 41     |286-06 1 |10059-6339 |HENIZE 1964                     |ESO 092-11,Sa 2- 54,Wray 16- 66
286.2-06.9 |10 05 27.8 -64 07 05.   66.30012|Wray 17- 40  |         |10055-6407 |WRAY 1966                       |
286.3+02.8 |10 46 40.  -55 47 30. d 77..1550|He 2- 55     |286+02 1 |10466-5547 |HENIZE 1964                     |ESO 169-03, Sa 2- 68,Wray 16- 79
286.3-04.8 |10 16 12.5 -62 25 06.   76..9055|NGC 3211     |286-04 1 |10162-6225 |HERSCHEL 1837                   |ARO 512,ESO 127-15,He 2-46,Sa 2- 59,VV 56,VV' 97,Wray 16- 70
286.5+11.6 |11 11 32.  -47 49 12. d 77..2615|Lo  5        |         |           |LONGMORE 1977                   |ESO 215-35
286.8-29.5 |05 58 50.  -75 40 30. d 77..1134|K 1-27       |         |05587-7540 |KOHOUTEK 1977                   |ESO 033-33
288.4+00.3 |10 52 33.  -58 53 48. d 75..9026|Hf 38        |288+00 1 |10525-5853 |HOFFLEIT 1953                   |ESO 128-19,He 2- 56,Sa 2-69,Wray 16- 80
288.4-02.4 |10 42 38.1 -61 23 54.   76..9055|Pe 1- 3      |288-02 1 |           |PEREK 1960                      |ESO 128-09,He 2- 54,Sa 2- 67,VV'104,Wray 16- 78
288.7+08.1 |11 15 52.  -51 53 42. d 77..1548|ESO 216-02   |         |           |HOLMBERG et al 1977             |
288.8-05.2 |10 34 02.3 -64 03 30.   76..9055|He 2- 51     |288-05 1 |10340-6403 |HENIZE 1964                     |ESO 092-23,Sa 2- 63,Wray 16- 74
288.9-00.8 |10 51 59.  -60 10 42. d 76..9055|Hf 39        |288-00 1 |10520-6010 |HOFFLEIT 1953                   |ESO 128-18,He 3-519,Wray 15-682
289.6-01.6 |10 54 03.  -61 12 00. d 75..9026|He 2- 57     |289-01 1 |           |HENIZE 1964                     |ESO 128-20,Sa 3- 13
289.8+07.7 |11 21 40.8 -52 34 52.   76..9055|He 2- 63     |289+07 1 |           |HENIZE 1964                     |ESO 170-01,Sa 2- 73,StWr 4-15,Wray 16- 88,Y-C 2-10
290.1-00.4 |11 01 51.  -60 19 54. d 75..9026|Hf 48        |290-00 1 |           |HOFFLEIT 1953                   |ESO 128-29,He 2- 60,Sa 2- 71,Wray 16- 85
290.5+07.9 |11 26 14.6 -52 39 34.   76..9055|Fg 1         |290+07 1 |11262-5239 |FLEMING 1907                    |ARO 554,ESO 170-06,He 2- 66,Sa 2- 75,StWr 4-16,VV 60,VV' 108,Wray 16- 91,Y-C 2-11
291.3-26.2 |07 02 45.3 -79 34 23.   90..2503|Vo 1         |         |07027-7934 |VOLK 1988                       |
291.4+19.2 |11 49 58.  -42 00 54. d 84..1537|ESO 320-28   |         |           |HOLMBERG et al 1978             |LoTr 4
291.6-04.8 |10 58 23.5 -64 58 47.   76..9055|IC 2621      |291-04 1 |10583-6458 |FLEMING 1907                    |ARO 513,ESO 093-04,He 2- 59,Sa 2- 70,VV 58,VV' 105,Wray 16- 81
291.7+03.7 |11 25 05.  -57 01 24. d 77..1550|He 2- 64     |291+03 1 |           |HENIZE 1964                     |ESO 170-05,Wray 16- 89
292.4+04.1 |11 30 57.5 -56 49 43.   76..9055|PB  8        |292+04 1 |11309-5649 |PEIMBERT et al 1960             |ESO 170-07,He 2- 69,My 68,Sa 2- 77,Wray 16- 95
292.6+01.2 |11 25 42.0 -59 41 00.   76..9055|NGC 3699     |292+01 1 |11256-5940 |HOFFLEIT 1953                   |ESO 129-21,He 2- 65,Hf 62,Sa 2- 74,Wray 16- 90
292.7+01.9 |11 28 29.7 -59 00 30.   66.30012|Wray 16- 93  |         |11285-5900 |WRAY 1966                       |
292.8+01.1 |11 26 30.5 -59 50 00.   76..9055|He 2- 67     |292+01 2 |11265-5950 |HENIZE 1964                     |ESO 129-22,Sa 2- 76,Wray 16- 92
293.6+01.2 |11 32 52.  -60 00 18. d 77..1550|He 2- 70     |293+01 1 |11328-6000 |HENIZE 1964                     |ESO 129-26,Sa 2- 78,Wray 16- 96
293.6+10.9 |11 50 33.  -50 34       75...826|BlDz 1       |         |11506-5034 |BLAAUW et al 1975               |ESO 217-11
294.1+14.4 |11 58 10.  -47 16 30. d 77..2615|Lo  6        |         |           |LONGMORE 1977                   |
294.1+43.6 |12 21 55.0 -18 30 32.   73..9034|NGC 4361     |294+43 1 |12219-1830 |HERSCHEL 1868                   |ARO 26,ESO 573-19,VV  62,VV' 110
294.6+04.7 |11 47 50.1 -56 54 10.   76..9055|NGC 3918     |294+04 1 |11478-5654 |HERSCHEL 1834                   |ARO 514,ESO 170-13,He 2-74,Sa 2- 81,VV 61,VV' 109,Wray 16- 101
294.9-00.6 |11 39 15.  -62 12 18. d 77..1550|He 2- 72     |294-00 1 |           |HENIZE 1964                     |ESO 129-29,Hf 69,Sa 2- 79
294.9-04.3 |11 29 31.8 -65 41 40.   76..9055|He 2- 68     |294-04 1 |11295-6541 |HENIZE 1964                     |ESO 094- 03,SaSt 2- 6,Wray 16- 94
295.3-09.3 |11 15 45.  -70 33 06. d 77..1550|He 2- 62     |295-09 1 |11157-7033 |HENIZE 1964                     |Sa 2- 72,StWr 1- 4,Wray 16- 86
296.3-03.0 |11 46 12.8 -64 51 53.   76..9055|He 2- 73     |296-03 1 |11462-6451 |HENIZE 1964                     |ESO 094-07,Sa 2- 80,Wray 16- 100
296.4-06.9 |11 36 54.1 -68 35 30.   76..9055|He 2- 71     |296-06 1 |11369-6835 |HENIZE 1964                     |ESO 063-18,SaSt 2- 7,Wray 16- 98
296.6-20.0 |10 09 58.  -80 36 42. d 77..1550|NGC 3195     |296-20 1 |10099-8036 |HERSCHEL 1835                   |ARO 51,ESO 019-02,He 2- 44,My 56,Sa 2- 57,VV' 96
297.4+03.7 |12 06 33.  -58 25 54. d 78..1991|He 2- 78     |297+03 1 |12065-5825 |HENIZE 1964                     |ESO 130-07,Sa 3- 17,Wray 16- 107
298.0+34.8 |12 30 36.  -27 32       76...525|CTIO 1230-275|         |           |SMITH et al 1976                |
298.1-00.7 |12 06 23.  -62 50 24. d 67.30013|He 2- 77     |298-00 1 |12063-6259 |HENIZE 1964                     |ARO 555,ESO 095-01,Sa 3- 16,Wray 16- 106
298.2-01.7 |12 05 48.  -63 55 30. d 77..1550|He 2- 76     |298-01 2 |12057-6355 |HENIZE 1964                     |ESO 094-14,Sa 3- 15,Wray 16- 105
298.3-04.8 |12 01 39.5 -67 01 53.   76..9055|NGC 4071     |298-04 1 |12016-6701 |HENIZE 1964                     |ESO 094-12,He 2- 75,Sa 2- 82,Wray 16- 104
299.0+18.4 |12 28 10.  -43 57 48. * 71..9006|K 1-23       |         |           |KOHOUTEK 1971                   |ESO 268-12,V-V 3-2
299.4-04.1 |12 13 49.3 -66 28 58.   83.28035|HaTr  1      |         |           |HARTL et al 1983                |
299.5+02.4 |12 21 08.  -59 56 36. d 75..9026|He 2- 82     |299+02 1 |           |HENIZE 1964                     |ESO 131-01,Sa 3- 19,Wray 16- 112
299.8-01.3 |12 20 16.  -63 45 30. d 77..1550|He 2- 81     |299-01 1 |12202-6344 |HENIZE 1964                     |ESO 095-08,Sa 3- 18,Wray 16- 111
300.2+00.6 |12 25 57.  -61 49 00. d 75..9026|He 2- 83     |300+00 1 |12259-6148 |HENIZE 1964                     |ESO 131-08,Sa 3- 21,Wray 16- 114
300.4-00.9 |12 25 57.  -63 28 00. d 77..1550|He 2- 84     |300-00 1 |           |HENIZE 1964                     |ESO 095-09,Sa 2- 84,Wray 16- 115
300.5-01.1 |12 27 17.  -63 36 24. d 77..1550|He 2- 85     |300-01 1 |12272-6336 |HENIZE 1964                     |ESO 095-11,Sa 2- 85,Wray 16- 116
300.7-02.0 |12 27 38.7 -64 34 35.   76..9055|He 2- 86     |300-02 1 |12276-6435 |HENIZE 1964                     |ESO 095-13,Sa 2- 86,Wray 16- 117
300.8-03.4 |12 27 31.8 -65 57 51.3  84..1537|ESO 095-12   |         |12275-6557 |HOLMBERG et al 1977             |
302.2+02.5 |12 42 58.7 -60 03 51.   77..1548|Wray 16-120  |         |12429-6003 |WRAY 1966                       |ESO 131-15
302.3-01.3 |12 42 51.1 -63 53 14.   90..1202|DuRe 1       |         |           |DUERBECK et al 1990             |We 21
302.6-00.9 |12 45 29.8 -63 33 35.   77..1548|Wray 16-121  |         |           |WRAY 1966                       |ARO 529,ESO 095-17,Lo 7,RCW 70,Sa 2- 87,VBRC 4
303.6+40.0 |12 51 01.3 -22 35 26.   76..9055|A 35         |303+40 1 |           |ABELL 1955                      |A55 24,Sh 2-313,VV' 112
304.2+05.9 |12 57 41.6 -56 37 19.   77..1548|Wray 16-122  |         |12577-5637 |WRAY 1966                       |ESO 173-01
304.5-04.8 |13 05 28.0 -67 22 33.   76..9055|IC 4191      |304-04 1 |13054-6722 |FLEMING 1907                    |ESO 096-02,He 2- 89,Sa 2- 89,VV 64,VV' 113,Wray 16- 124
304.8+05.1 |13 02 45.  -57 23 18. d 75..9026|He 2- 88     |304+05 1 |           |HENIZE 1964                     |ESO 173-04,Sa 2- 88,Wray 16- 123
305.1+01.4 |13 06 26.8 -61 03 35.   82..2501|He 2- 90     |305+01 1 |13064-6103 |HENIZE 1964                     |ESO 132-01,Sa 2- 90,Wray 16- 125
305.6-13.1 |13 29 59.  -75 31 06. d 84..1537|ESO 040-11   |         |13299-7531 |HOLMBERG et al 1977             |
305.7-03.4 |13 16 06.5 -65 53 23.   66.30012|Wray 17- 59  |         |13160-6553 |WRAY 1966                       |ESO 096-07,Sa 2- 91
306.4-00.6 |13 19 15.3 -63 05 15.   76..9055|Th 2-A       |306-00 1 |13192-6305 |THE 1962                        |ESO 096-09,He 2- 92,Sa 2- 92,Wray 16- 127
307.2-03.4 |13 30 10.  -65 43 06.   81.27752|NGC 5189     |307-03 1 |13300-6543 |FLEMING 1901                    |ARO 515,ESO 096-16,Gum 47,He 2- 94,IC 4274,Sa 2- 95,RCW 76,Th 2- C,VV 65,VV' 114,Wray 16- 131
307.2-09.0 |13 41 24.0 -71 13 47.   76..9055|He 2- 97     |307-09 1 |13413-7113 |HENIZE 1964                     |Sa 2- 98,StWr 1- 6,Wray 16- 135
307.3+05.0 |13 21 11.  -57 15 42. * 66.30012|Wray 16-128  |         |13212-5715 |WRAY 1966                       |ESO 173-12,Sa 2- 93
307.5-04.9 |13 35 54.4 -67 07 33.   76..9055|MyCn 18      |307-04 1 |13359-6707 |MAYALL et al 1940               |ARO 530,ESO 097-01,He 2- 95,Sa 2- 96,RCW 77,VV 66,VV' 115,Wray 16- 132
308.2+07.7 |13 24 56.6 -54 26 25.   90..2581|MeWe 1- 3    |         |           |MELMER et al 1990               |
308.6-12.2 |14 10 43.4 -73 58 52.   67.30013|He 2-105     |308-12 1 |14107-7358 |HENIZE 1964                     |ESO 041-03,Sa 3- 24
309.0+00.8 |13 39 10.  -61 07 24. d 75..9026|He 2- 96     |309+00 1 |13391-6107 |HENIZE 1964                     |ESO 133-01,Sa 2- 97,Wray 16- 133
309.0-04.2 |13 48 46.7 -66 08 40.   81.27752|He 2- 99     |309-04 1 |13487-6608 |HENIZE 1964                     |ESO 097-08,Sa 3- 23,Wray 16- 139
309.1-04.3 |13 50 12.3 -66 16 07.   81.27752|NGC 5315     |309-04 2 |13501-6616 |COPELAND 1883                   |ESO 097-09,He 2- 100,Sa 2-100,VV 68,VV' 118,Wray 16- 140
309.2+01.3 |13 40 34.  -60 34 36. d 73..9025|VBRC 5       |         |           |VAN DEN BERG et al 1973         |ESO 133-02,SuWt 1
309.5-02.9 |13 50 46.1 -64 44 44.   78..1561|MaC 1- 2     |         |           |MAC CONNELL 1978                |
310.3+24.7 |13 22 45.1 -37 20 40.   77..1134|Lo  8        |         |           |LONGMORE 1977                   |ESO 382-63,K 1-29
310.4+01.3 |13 49 54.4 -60 19 06.   88.30003|Vo 4         |         |13499-6019 |VOLK 1988                       |
310.7-02.9 |14 01 50.9 -64 26 37.   76..9055|He 2-103     |310-02 1 |           |HENIZE 1964                     |ESO 097-11,Sa 2-103,Wray 16- 144
310.8-05.9 |14 11 21.  -67 18 00. d 80..2605|LoTr  7      |         |           |LONGMORE et al 1980             |
311.0+02.4 |13 52 18.  -59 08     a 76..9003|SuWt 2       |         |           |SCHUSTER et al 1976             |
311.1+03.4 |13 51 31.  -58 12 36. d 67.30013|He 2-101     |311+03 1 |13515-5812 |HENIZE 1964                     |ESO 133-07,Wray 16- 141
311.4+02.8 |13 54 45.9 -58 39 54.   76..9055|He 2-102     |311+02 1 |13547-5839 |HENIZE 1964                     |ESO 133-08,Sa 2-101,Wray 16- 142
312.3+10.5 |13 47 51.6 -50 57 26.   76..9055|NGC 5307     |312+10 1 |13478-5057 |HERSCHEL 1836                   |ARO 516,ESO 221-11,He 2- 98,Sa 2- 99,StWr 4-14,VV  67,VV' 117,Wray 16- 138
312.6-01.8 |14 14 55.1 -62 53 22.   76..9055|He 2-107     |312-01 1 |14149-6253 |HENIZE 1964                     |ESO 097-16,Sa 3- 26,Wray 16- 151
313.8-12.6 |15 15 58.  -72 03 18. d 80..2605|LoTr 11      |         |           |LONGMORE et al 1980             |
315.0-00.3 |14 29 31.4 -60 36 33.   76..9055|He 2-111     |315-00 1 |14295-6036 |HENIZE 1964                     |ESO 134-07,Sa 2-106,Wray 16- 156
315.1-13.0 |15 31 54.0 -71 45 00.   76..9055|He 2-131     |315-13 1 |15318-7144 |HENIZE 1964                     |MWC 236,ESO 068-08,My  90,SaSt 2- 9,Wray 15-1329
315.4+05.2 |14 17 20.  -55 14 12. d 75..9026|He 2-109     |315+05 1 |           |HENIZE 1964                     |ESO 175-07,Sa 2-104,Wray 16- 152
315.4+09.4 |14 08 33.5 -51 12 19.   67.30013|He 2-104     |315+09 1 |14085-5112 |HENIZE 1964                     |ESO 221-31,Wray 16- 147
315.7+05.5 |14 18 31.  -54 48 36. d 80..2605|LoTr  8      |         |           |LONGMORE et al 1980             |
315.7-01.2 |14 37 26.  -61 07 06. d 80..2605|LoTr  9      |         |           |LONGMORE et al 1980             |
316.1+08.4 |14 14 47.5 -51 56 50.   76..9055|He 2-108     |316+08 1 |14147-5156 |HENIZE 1964                     |ESO 221-36,SaSt 2- 8,Wray 16- 149
316.3-01.3 |14 42 28.  -61 01 12. d 80..2605|LoTr 10      |         |           |LONGMORE et al 1980             |
317.1-05.7 |15 06 23.1 -64 28 57.   76..9055|He 2-119     |317-05 1 |15064-6429 |HENIZE 1964                     |ESO 099-01,Sa 2-115,Wray 16- 168
317.8+03.3 |14 37 58.  -56 02 18. d 77..1550|VBRC 6       |         |14379-5602 |VAN DEN BERGH et al 1973        |ESO 176-01,Wray 17- 68
318.3-02.0 |15 00 09.7 -60 41 39.   76..9055|He 2-114     |318-02 1 |15000-6041 |HENIZE 1964                     |ESO 135-02,Sa 2-109,Wray 16- 159
318.3-02.5 |15 01 59.4 -61 09 48.   76..9055|He 2-116     |318-02 2 |15020-6109 |HENIZE 1964                     |ESO 135-03,Sa 3- 37,Wray 16- 163
318.4+41.4 |13 37 57.4 -19 37 47.   83...481|A 36         |318+41 1 |13379-1938 |ABELL 1955                      |A55 25,ESO 577-24,VV' 116
318.4-03.0 |15 04 39.  -61 32 36. d 82.20401|ESO 135-04   |         |15047-6133 |HOLMBERG et al 1974             | Zo 1
319.2+06.8 |14 37 00.7 -52 22 00.   76..9055|He 2-112     |319+06 1 |14370-5222 |HENIZE 1964                     |ESO 222-13,Sa 2-107,Wray 16- 157,Y-C 2-15
319.6+15.7 |14 19 15.5 -43 55 27.   73..9034|IC 4406      |319+15 1 |14192-4355 |FLEMING 1901                    |ARO 517,ESO 272-06,He 2- 110,Sa 2-105,StWr 4-12,VV 69,VV' 120,Wray 16- 153
320.1-09.6 |15 51 19.2 -66 00 26.   76..9055|He 2-138     |320-09 1 |15513-6600 |HENIZE 1964                     |ESO 100-03,MWC 238,SaSt 2-10,Wray 15-1377
320.3-28.8 |19 27 33.2 -74 39 25.   76..9055|He 2-434     |320-28 1 |19275-7439 |HENIZE 1964                     |ESO 046-03
320.9+02.0 |15 02 14.5 -55 47 45.   76..9055|He 2-117     |321+02 2 |15022-5547 |HENIZE 1964                     |ESO 176-12,RCW  90,Sa 2-113,Wray 16- 164
321.0+03.9 |14 56 15.  -54 06 12. d 76.26001|He 2-113     |         |14562-5406 |HENIZE 1967                     |He 3-1044,GL 4205,Wray 15-1269
321.0+08.3 |14 43 08.2 -50 10 53.   90..2581|MeWe 1- 5    |         |           |MELMER et al 1990               |
321.0-03.8 |15 26 10.0 -60 51 23.   83.28035|HaTr  2      |         |15261-6051 |HARTL et al 1983                |
321.3+02.8 |15 01 34.2 -54 59 34.   76..9055|He 2-115     |321+02 1 |15015-5459 |HENIZE 1964                     |ESO 176-10,Sa 2-112,Wray 16- 162
321.3-16.7 |16 55 45.4 -70 01 40.   76..9055|He 2-185     |321-16 1 |16557-7001 |HENIZE 1964                     |ESO 070-01,Sa 2-162,StWr 1- 5,Wray 16- 244
321.8+01.9 |15 08 10.4 -55 28 34.   76..9055|He 2-120     |321+01 1 |15081-5528 |HENIZE 1964                     |ESO 177-01,Sa 2-116,Wray 16- 169
322.1-06.6 |15 47 47.9 -62 21 54.   76..9055|He 2-136     |322-06 1 |15478-6221 |HENIZE 1964                     |ESO 136-05,My 91,Sa 2-126,Wray 16- 190
322.4-00.1 |15 19 48.9 -56 58 39.   76..9055|Pe 2- 8      |322-00 1 |15198-5658 |PEREK 1960                      |ESO 177-03,He 2- 124,Pe -0 1,Sa 3- 28,VV' 123,Wray 16- 177
322.4-02.6 |15 30 13.8 -58 58 57.   76..9055|Mz 1         |322-02 1 |15302-5859 |MENZEL 1922                     |ARO 531,ESO 135-11,He 2- 130,My 89,RCW 93,Sa 2-123,VV  73,VV' 125,Wray 16- 183
322.5-05.2 |15 43 26.0 -61 03 48.   76..9055|NGC 5979     |322-05 1 |15434-6103 |HERSCHEL 1835                   |ESO 136-03,He 2- 135,Sa 2-124,VV  74,VV' 126,Wray 16- 187
323.1-02.5 |15 33 57.9 -58 35 02.   76..9055|He 2-132     |323-02 1 |15339-5834 |HENIZE 1964                     |ESO 136-01,Sa 3- 30,Wray 16- 184
323.9+02.4 |15 18 35.2 -53 57 34.   76..9055|He 2-123     |323+02 1 |15186-5357 |HENIZE 1964                     |ESO 177-02,Sa 2-119,Wray 16- 175
324.0+03.5 |15 15 27.7 -52 58 57.   89..1351|PM 1- 89     |         |           |PREITE-MARTINEZ 1988            |MGP 2
